popularity,duration_ms_x,like,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms_y,time_signature
13.0,434400.0,0.0,0.6990000000000001,0.862,2.0,-5.872999999999999,1.0,0.0901,0.45399999999999996,0.0,0.244,0.922,100.036,434400.0,4.0
28.0,400160.0,0.0,0.424,0.862,0.0,-3.325,1.0,0.0619,0.494,0.0,0.14800000000000002,0.619,145.93,400160.0,4.0
1.0,503457.0,0.0,0.52,0.7929999999999999,4.0,-5.04,0.0,0.141,0.445,0.0,0.0931,0.825,123.665,503458.0,4.0
35.0,265600.0,0.0,0.415,0.784,4.0,-3.9530000000000003,0.0,0.218,0.0933,0.0,0.35100000000000003,0.34700000000000003,125.985,265600.0,4.0
25.0,196000.0,0.0,0.9,0.7040000000000001,11.0,-6.562,0.0,0.29600000000000004,0.16899999999999998,0.0,0.147,0.9490000000000001,118.935,196000.0,4.0
50.0,240053.0,0.0,0.7979999999999999,0.825,8.0,-3.0180000000000002,0.0,0.27,0.00981,0.0,0.0896,0.807,136.118,240053.0,4.0
50.0,226373.0,0.0,0.7859999999999999,0.7509999999999999,10.0,-4.6819999999999995,0.0,0.0893,0.139,0.0,0.145,0.45399999999999996,95.99700000000001,226373.0,4.0
44.0,344615.0,0.0,0.9390000000000001,0.745,1.0,-7.067,1.0,0.39299999999999996,0.528,0.0,0.124,0.649,117.056,344616.0,4.0
56.0,203320.0,0.0,0.7040000000000001,0.639,4.0,-6.267,0.0,0.36700000000000005,0.565,0.0,0.138,0.395,115.20100000000001,203320.0,4.0
13.0,269865.0,0.0,0.68,0.79,11.0,-5.42,0.0,0.39399999999999996,0.17800000000000002,0.0,0.105,0.51,119.97200000000001,269866.0,5.0
51.0,177920.0,0.0,0.868,0.6779999999999999,5.0,-5.872000000000001,0.0,0.12,0.145,0.0,0.105,0.295,134.97899999999998,177920.0,4.0
26.0,236748.0,0.0,0.693,0.6579999999999999,10.0,-6.849,0.0,0.331,0.43799999999999994,0.0,0.166,0.442,177.735,236749.0,4.0
4.0,203258.0,0.0,0.557,0.48,1.0,-11.122,0.0,0.0702,0.0754,2.58e-05,0.0879,0.429,101.09,203259.0,4.0
5.0,210746.0,0.0,0.66,0.705,6.0,-6.979,1.0,0.0597,0.12300000000000001,0.0552,0.159,0.763,89.934,210747.0,4.0
20.0,236106.0,0.0,0.603,0.996,5.0,-1.334,1.0,0.0993,0.43,0.000101,0.11699999999999999,0.706,137.034,236107.0,4.0
6.0,239146.0,0.0,0.7509999999999999,0.79,7.0,-6.047000000000001,1.0,0.0447,0.511,0.00474,0.0784,0.879,113.946,239147.0,4.0
20.0,238419.0,0.0,0.622,0.331,6.0,-17.15,1.0,0.07400000000000001,0.401,0.0,0.0596,0.851,164.048,238420.0,4.0
14.0,218000.0,0.0,0.529,0.7440000000000001,6.0,-4.738,1.0,0.27399999999999997,0.32799999999999996,0.0,0.0464,0.856,103.624,218000.0,4.0
12.0,299165.0,0.0,0.536,0.37200000000000005,5.0,-10.524000000000001,1.0,0.0415,0.873,7.69e-05,0.185,0.42700000000000005,88.103,299166.0,4.0
2.0,260333.0,0.0,0.7709999999999999,0.8540000000000001,11.0,-3.3939999999999997,1.0,0.136,0.573,0.0,0.146,0.86,104.978,260333.0,4.0
31.0,316186.0,0.0,0.573,0.993,11.0,-1.808,1.0,0.19,0.0301,0.0,0.354,0.8220000000000001,122.277,316186.0,4.0
1.0,297840.0,0.0,0.589,0.701,2.0,-6.2589999999999995,1.0,0.0406,0.687,1.27e-06,0.184,0.863,116.92200000000001,297840.0,4.0
9.0,221659.0,0.0,0.40399999999999997,0.6579999999999999,8.0,-5.644,1.0,0.141,0.0967,0.0,0.14400000000000002,0.72,77.118,221659.0,4.0
19.0,505549.0,0.0,0.742,0.9059999999999999,11.0,-4.552,0.0,0.0635,0.19699999999999998,2.43e-06,0.145,0.8859999999999999,108.04299999999999,505550.0,4.0
22.0,219346.0,0.0,0.642,0.981,4.0,-1.874,0.0,0.102,0.311,0.0025800000000000003,0.16899999999999998,0.892,93.48100000000001,219347.0,3.0
10.0,336786.0,0.0,0.585,0.877,5.0,-6.57,1.0,0.0307,0.218,0.386,0.0851,0.736,95.006,336787.0,4.0
11.0,199505.0,0.0,0.772,0.794,9.0,-6.932,1.0,0.145,0.0269,0.0,0.10300000000000001,0.92,112.991,199506.0,4.0
22.0,356506.0,0.0,0.6940000000000001,0.838,0.0,-4.17,1.0,0.0905,0.535,0.0,0.133,0.9009999999999999,143.162,356507.0,4.0
8.0,304143.0,0.0,0.426,0.787,2.0,-5.331,0.0,0.102,0.0404,8.78e-06,0.153,0.574,96.01,304144.0,4.0
0.0,247026.0,0.0,0.679,0.835,11.0,-5.6339999999999995,1.0,0.0455,0.174,2.97e-06,0.0792,0.9259999999999999,106.98100000000001,247027.0,4.0
14.0,341666.0,0.0,0.632,0.897,9.0,-7.644,0.0,0.0476,0.21600000000000003,0.000424,0.237,0.6829999999999999,111.93799999999999,341667.0,4.0
0.0,242533.0,0.0,0.608,0.6409999999999999,3.0,-6.733,0.0,0.0323,0.255,0.0,0.11199999999999999,0.703,140.011,242533.0,4.0
32.0,300000.0,0.0,0.898,0.7879999999999999,7.0,-3.702,1.0,0.14800000000000002,0.00040599999999999995,0.523,0.0376,0.17300000000000001,128.024,300000.0,4.0
28.0,183072.0,0.0,0.774,0.638,0.0,-7.106,1.0,0.0724,0.0034200000000000003,0.7909999999999999,0.152,0.126,128.001,183073.0,4.0
35.0,242812.0,0.0,0.727,0.7759999999999999,1.0,-3.7039999999999997,1.0,0.0548,0.0266,0.0164,0.0913,0.457,128.007,242813.0,4.0
30.0,342857.0,0.0,0.6940000000000001,0.813,7.0,-4.0760000000000005,1.0,0.0458,0.0034100000000000003,0.141,0.0717,0.23600000000000002,125.977,342857.0,4.0
38.0,221142.0,0.0,0.648,0.848,4.0,-5.092,0.0,0.177,0.35100000000000003,0.0,0.0737,0.213,140.16299999999998,221143.0,4.0
36.0,174271.0,0.0,0.7090000000000001,0.868,4.0,-6.702999999999999,0.0,0.0332,0.000386,0.847,0.151,0.0575,125.97399999999999,174272.0,4.0
42.0,192333.0,0.0,0.7759999999999999,0.8390000000000001,10.0,-5.297000000000001,1.0,0.0435,0.0273,0.0095,0.0826,0.493,119.01100000000001,192333.0,4.0
39.0,281538.0,0.0,0.8140000000000001,0.569,11.0,-5.277,0.0,0.11599999999999999,0.000245,0.42200000000000004,0.0753,0.614,130.001,281538.0,4.0
54.0,218078.0,0.0,0.583,0.861,10.0,-2.7689999999999997,0.0,0.0728,0.0567,1.23e-05,0.0836,0.278,128.04399999999998,218079.0,4.0
24.0,255933.0,0.0,0.715,0.706,11.0,-7.702999999999999,0.0,0.0451,0.00366,0.46399999999999997,0.515,0.0443,128.007,255933.0,4.0
19.0,253283.0,0.0,0.413,0.924,5.0,-4.919,0.0,0.177,0.135,8.05e-05,0.0713,0.9109999999999999,131.945,253283.0,4.0
12.0,211433.0,0.0,0.64,0.8590000000000001,6.0,-4.87,0.0,0.386,0.0408,0.0,0.22899999999999998,0.674,128.033,211434.0,4.0
64.0,206315.0,0.0,0.868,0.521,1.0,-6.902,0.0,0.0512,0.281,6.36e-05,0.0992,0.871,113.993,206316.0,4.0
47.0,234893.0,0.0,0.843,0.9,8.0,-4.914,1.0,0.0668,0.379,1.11e-05,0.113,0.86,125.02,234893.0,4.0
28.0,244801.0,0.0,0.823,0.742,6.0,-4.898,1.0,0.134,0.0794,0.0,0.14800000000000002,0.68,105.05,244802.0,4.0
30.0,206550.0,0.0,0.8140000000000001,0.8590000000000001,11.0,-2.708,0.0,0.0859,0.134,0.000298,0.0822,0.934,120.031,206550.0,4.0
29.0,217026.0,0.0,0.777,0.9670000000000001,4.0,-2.84,0.0,0.20199999999999999,0.42,0.0,0.0483,0.902,121.99700000000001,217027.0,4.0
46.0,208666.0,0.0,0.777,0.7070000000000001,9.0,-4.812,0.0,0.152,0.0158,0.000173,0.0522,0.8140000000000001,106.98,208666.0,4.0
18.0,218673.0,0.0,0.882,0.9059999999999999,5.0,-3.6069999999999998,0.0,0.0573,0.0468,0.0,0.054000000000000006,0.872,125.98899999999999,218673.0,4.0
45.0,271786.0,0.0,0.735,0.885,10.0,-3.6689999999999996,0.0,0.175,0.0397,0.0,0.0916,0.583,125.946,271787.0,4.0
47.0,262706.0,0.0,0.6629999999999999,0.8109999999999999,11.0,-5.452999999999999,0.0,0.22699999999999998,0.494,0.0,0.0969,0.7559999999999999,215.773,262707.0,4.0
5.0,273093.0,0.0,0.772,0.841,0.0,-2.455,0.0,0.0725,0.235,0.0,0.0689,0.812,110.00299999999999,273093.0,4.0
44.0,250909.0,0.0,0.737,0.721,11.0,-5.568,1.0,0.225,0.225,0.0,0.0976,0.914,88.03399999999999,250909.0,4.0
12.0,192862.0,0.0,0.782,0.879,0.0,-1.9380000000000002,1.0,0.0583,0.222,8.5e-06,0.109,0.888,126.088,192862.0,4.0
20.0,240065.0,0.0,0.726,0.8540000000000001,2.0,-3.905,1.0,0.0842,0.226,0.001,0.4,0.799,115.93700000000001,240065.0,4.0
19.0,250226.0,0.0,0.654,0.9209999999999999,0.0,-4.6080000000000005,1.0,0.294,0.358,0.0,0.11800000000000001,0.748,123.87700000000001,250227.0,4.0
39.0,246126.0,0.0,0.6459999999999999,0.978,9.0,-2.6630000000000003,0.0,0.0602,0.24,0.0,0.11,0.792,118.00399999999999,246127.0,4.0
43.0,165573.0,0.0,0.517,0.45899999999999996,7.0,-6.919,1.0,0.08199999999999999,0.7390000000000001,0.0,0.635,0.818,120.755,165573.0,4.0
55.0,253626.0,0.0,0.664,0.396,5.0,-9.131,0.0,0.0298,0.52,0.0,0.268,0.45299999999999996,102.053,253627.0,4.0
58.0,237053.0,0.0,0.701,0.7240000000000001,0.0,-5.751,0.0,0.145,0.267,0.0,0.0867,0.434,132.035,237053.0,4.0
21.0,212426.0,0.0,0.6679999999999999,0.41600000000000004,2.0,-5.712000000000001,1.0,0.0429,0.22899999999999998,0.0,0.225,0.5429999999999999,119.86200000000001,212427.0,3.0
37.0,247853.0,0.0,0.46,0.561,10.0,-7.222,0.0,0.102,0.0108,0.0,0.0895,0.198,93.01299999999999,247853.0,4.0
43.0,149293.0,0.0,0.74,0.7609999999999999,10.0,-8.252,0.0,0.321,0.0369,1.52e-05,0.33,0.794,149.779,149293.0,4.0
61.0,206413.0,0.0,0.6990000000000001,0.6990000000000001,8.0,-5.564,0.0,0.0737,0.358,0.0,0.0912,0.632,94.977,206413.0,4.0
26.0,209973.0,0.0,0.44299999999999995,0.631,0.0,-4.758,0.0,0.121,0.369,0.0,0.28300000000000003,0.569,70.262,209973.0,4.0
33.0,249146.0,0.0,0.465,0.613,9.0,-9.676,1.0,0.265,0.0612,0.0,0.285,0.217,101.07,249147.0,5.0
50.0,261426.0,0.0,0.637,0.521,4.0,-6.959,1.0,0.109,0.155,0.0,0.0945,0.584,83.896,261427.0,4.0
33.0,179685.0,0.0,0.75,0.852,11.0,-4.615,1.0,0.0679,0.188,0.0,0.22399999999999998,0.91,134.041,179685.0,4.0
33.0,258666.0,0.0,0.708,0.6779999999999999,1.0,-5.678999999999999,1.0,0.237,0.0147,0.0,0.10099999999999999,0.282,101.891,258667.0,4.0
3.0,275440.0,0.0,0.6609999999999999,0.88,0.0,-5.1339999999999995,1.0,0.0482,0.0224,0.00442,0.0981,0.78,96.015,275440.0,4.0
42.0,207333.0,0.0,0.9159999999999999,0.7440000000000001,7.0,-1.724,1.0,0.0747,0.113,2.22e-05,0.0494,0.742,109.995,207334.0,4.0
25.0,159085.0,0.0,0.68,0.9129999999999999,7.0,-4.234,1.0,0.223,0.233,0.0,0.322,0.852,134.83700000000002,159086.0,4.0
0.0,214440.0,0.0,0.868,0.7829999999999999,7.0,-5.212999999999999,1.0,0.18600000000000003,0.0526,0.0,0.0332,0.861,122.01100000000001,214440.0,4.0
23.0,333560.0,0.0,0.72,0.731,9.0,-6.39,1.0,0.0615,0.0421,1.03e-06,0.0953,0.581,97.99700000000001,333560.0,4.0
14.0,245120.0,0.0,0.794,0.9309999999999999,7.0,-3.267,1.0,0.04,0.264,0.000153,0.899,0.971,95.24600000000001,245120.0,3.0
8.0,245493.0,0.0,0.778,0.826,11.0,-3.9730000000000003,1.0,0.0878,0.0402,0.0,0.105,0.728,102.911,245493.0,4.0
5.0,227160.0,0.0,0.7509999999999999,0.833,6.0,-5.114,1.0,0.0667,0.0981,0.0,0.0619,0.912,109.969,227160.0,4.0
8.0,247013.0,0.0,0.721,0.9420000000000001,0.0,-2.641,1.0,0.12300000000000001,0.503,2.61e-05,0.267,0.897,132.165,247014.0,4.0
28.0,229603.0,0.0,0.75,0.838,2.0,-5.397,1.0,0.0391,0.196,0.0,0.10800000000000001,0.8590000000000001,106.995,229603.0,4.0
13.0,258298.0,0.0,0.591,0.41600000000000004,8.0,-17.419,0.0,0.251,0.29600000000000004,0.0,0.0786,0.8370000000000001,119.594,258299.0,5.0
24.0,447030.0,0.0,0.621,0.552,7.0,-12.661,1.0,0.0638,0.615,0.0,0.19,0.85,127.079,447031.0,4.0
30.0,236878.0,0.0,0.7090000000000001,0.865,0.0,-4.258,1.0,0.0363,0.5489999999999999,0.0,0.0688,0.8740000000000001,95.023,236878.0,4.0
1.0,444693.0,0.0,0.507,0.865,5.0,-5.433,1.0,0.0554,0.561,0.006220000000000001,0.19,0.922,118.934,444693.0,4.0
22.0,334613.0,0.0,0.46299999999999997,0.8340000000000001,5.0,-4.397,1.0,0.145,0.772,0.0,0.501,0.888,143.947,334613.0,4.0
11.0,449266.0,0.0,0.637,0.851,4.0,-4.417,0.0,0.13,0.24100000000000002,1.4800000000000002e-05,0.14300000000000002,0.882,139.885,449267.0,4.0
27.0,189257.0,0.0,0.735,0.374,8.0,-18.31,1.0,0.179,0.599,0.0,0.45799999999999996,0.9109999999999999,107.98200000000001,189257.0,4.0
1.0,299293.0,0.0,0.7170000000000001,0.8390000000000001,7.0,-6.212000000000001,1.0,0.036000000000000004,0.28600000000000003,8e-06,0.106,0.812,127.985,299293.0,4.0
21.0,245942.0,0.0,0.843,0.8140000000000001,0.0,-9.697000000000001,1.0,0.0626,0.107,8.340000000000001e-05,0.067,0.963,102.008,245943.0,4.0
11.0,202080.0,0.0,0.826,0.872,6.0,-3.6719999999999997,1.0,0.0925,0.0798,9.32e-06,0.251,0.965,124.96600000000001,202080.0,4.0
12.0,237062.0,0.0,0.753,0.91,10.0,-4.4719999999999995,0.0,0.126,0.151,2.52e-05,0.262,0.784,134.95600000000002,237062.0,4.0
31.0,193469.0,0.0,0.716,0.5820000000000001,6.0,-6.943,1.0,0.153,0.0965,0.0,0.084,0.501,98.005,193469.0,4.0
19.0,252788.0,0.0,0.7709999999999999,0.7759999999999999,8.0,-5.234,1.0,0.099,0.0872,0.0,0.218,0.8959999999999999,95.012,252788.0,4.0
42.0,235514.0,0.0,0.6970000000000001,0.785,6.0,-5.716,1.0,0.0485,0.295,0.0,0.0807,0.745,106.374,235514.0,4.0
30.0,268213.0,0.0,0.754,0.946,5.0,-3.5810000000000004,1.0,0.0537,0.188,0.0,0.0706,0.925,125.01299999999999,268213.0,4.0
31.0,260146.0,0.0,0.715,0.953,8.0,-2.717,1.0,0.11,0.23199999999999998,0.00011899999999999999,0.0868,0.7390000000000001,102.947,260147.0,4.0
12.0,256051.0,0.0,0.7659999999999999,0.907,11.0,-4.504,1.0,0.115,0.532,0.00066,0.266,0.778,131.577,256052.0,4.0
22.0,553152.0,0.0,0.732,0.726,9.0,-4.612,1.0,0.0417,0.292,0.0,0.124,0.6759999999999999,126.999,553153.0,4.0
1.0,456026.0,0.0,0.382,0.9520000000000001,0.0,-3.595,1.0,0.0625,0.29100000000000004,0.000172,0.0354,0.927,87.116,456027.0,3.0
13.0,203493.0,0.0,0.609,0.87,7.0,-6.946000000000001,1.0,0.0594,0.00838,1.7e-06,0.0929,0.85,126.389,203493.0,4.0
15.0,311054.0,0.0,0.532,0.524,2.0,-12.45,1.0,0.24100000000000002,0.524,0.0,0.331,0.905,141.894,311055.0,4.0
1.0,518426.0,0.0,0.63,0.9590000000000001,0.0,-1.8459999999999999,1.0,0.33,0.099,0.0,0.24100000000000002,0.879,120.14200000000001,518427.0,4.0
5.0,535747.0,0.0,0.45399999999999996,0.5670000000000001,9.0,-16.343,1.0,0.057,0.0389,0.00105,0.185,0.8690000000000001,122.03200000000001,535747.0,4.0
19.0,491653.0,0.0,0.46,0.909,7.0,-5.3420000000000005,1.0,0.157,0.612,2.6000000000000002e-05,0.122,0.836,114.255,491653.0,4.0
9.0,471026.0,0.0,0.639,0.852,0.0,-6.638999999999999,1.0,0.0607,0.10800000000000001,2.23e-05,0.37799999999999995,0.912,117.361,471027.0,4.0
20.0,260506.0,0.0,0.688,0.787,4.0,-7.442,0.0,0.0449,0.0206,0.00317,0.105,0.7,96.853,260507.0,4.0
7.0,519695.0,0.0,0.532,0.8320000000000001,0.0,-3.432,1.0,0.0719,0.124,0.0,0.25,0.727,117.334,519695.0,4.0
17.0,445266.0,0.0,0.516,0.927,0.0,-4.495,1.0,0.3,0.0865,0.0,0.485,0.858,124.26799999999999,445267.0,4.0
15.0,337320.0,0.0,0.524,0.907,0.0,-4.023,0.0,0.154,0.326,0.0,0.18600000000000003,0.961,119.82600000000001,337320.0,4.0
21.0,475916.0,0.0,0.664,0.624,4.0,-12.853,1.0,0.10800000000000001,0.376,0.0,0.174,0.816,123.06,475916.0,4.0
5.0,312520.0,0.0,0.451,0.591,0.0,-8.104,1.0,0.0604,0.376,1.18e-06,0.294,0.616,90.40100000000001,312520.0,4.0
15.0,157760.0,0.0,0.594,0.976,1.0,-1.656,0.0,0.316,0.397,0.0,0.253,0.95,124.01700000000001,157760.0,4.0
27.0,203053.0,0.0,0.6559999999999999,0.868,7.0,-6.834,1.0,0.0809,0.53,0.004070000000000001,0.0744,0.961,115.057,203053.0,4.0
0.0,324226.0,0.0,0.528,0.7120000000000001,2.0,-8.136000000000001,1.0,0.0555,0.17300000000000001,2.13e-06,0.207,0.743,119.97399999999999,324227.0,4.0
29.0,362526.0,0.0,0.644,0.905,9.0,-4.762,1.0,0.156,0.212,0.0,0.7509999999999999,0.82,121.92200000000001,362527.0,4.0
12.0,201360.0,0.0,0.713,0.753,0.0,-8.092,1.0,0.0665,0.0212,4.99e-05,0.10800000000000001,0.9620000000000001,125.00200000000001,201360.0,4.0
21.0,185670.0,0.0,0.685,0.6809999999999999,2.0,-8.281,0.0,0.069,0.00391,2.26e-06,0.115,0.7070000000000001,97.976,185671.0,4.0
23.0,206386.0,0.0,0.741,0.8420000000000001,10.0,-6.622999999999999,0.0,0.0525,0.0864,0.00064,0.131,0.726,120.01,206387.0,4.0
34.0,244897.0,0.0,0.433,0.851,8.0,-1.585,1.0,0.052000000000000005,0.121,7.07e-06,0.0777,0.716,92.929,244898.0,4.0
35.0,187246.0,0.0,0.767,0.805,7.0,-2.992,1.0,0.146,0.0425,0.0,0.147,0.784,107.803,187247.0,4.0
30.0,235853.0,0.0,0.74,0.894,3.0,-6.846,0.0,0.0842,0.0785,2.07e-05,0.0729,0.956,125.01299999999999,235853.0,4.0
25.0,196650.0,0.0,0.804,0.784,6.0,-5.263,0.0,0.146,0.35700000000000004,0.0,0.0858,0.644,105.965,196651.0,4.0
3.0,221538.0,0.0,0.809,0.735,5.0,-7.42,0.0,0.196,0.0958,0.0,0.0458,0.5579999999999999,104.008,221538.0,4.0
